query,intent,entities,response
Is the bus from Manhattan to Brooklyn running next Monday?,status_query,"{'source': 'Manhattan', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'bus'}","Yes, the bus service from Manhattan to Brooklyn is operating normally next Monday."
Is the bus from Union Station to Brooklyn running next Monday?,status_query,"{'source': 'Union Station', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Union Station to Brooklyn is operating normally next Monday."
Is the metro from Manhattan to Central Park running this weekend?,status_query,"{'source': 'Manhattan', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'metro'}","Yes, the metro service from Manhattan to Central Park is operating normally this weekend."
How do I get from Times Square to Downtown using metro?,route_query,"{'source': 'Times Square', 'destination': 'Downtown', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}",You can take the metro from Times Square to Downtown. It usually takes about 50 minutes.
How do I get from Times Square to San Francisco using train?,route_query,"{'source': 'Times Square', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'train'}",You can take the train from Times Square to San Francisco. It usually takes about 89 minutes.
Is the metro from Brooklyn to San Francisco running today?,status_query,"{'source': 'Brooklyn', 'destination': 'San Francisco', 'date': 'today', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from Brooklyn to San Francisco is operating normally today."
Is the bus from Brooklyn to San Diego running today?,status_query,"{'source': 'Brooklyn', 'destination': 'San Diego', 'date': 'today', 'time': 'early morning', 'transport_mode': 'bus'}","Yes, the bus service from Brooklyn to San Diego is operating normally today."
What time is the next metro from JFK Airport to Central Park tomorrow night?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Central Park', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'metro'}",The next metro from JFK Airport to Central Park departs at 3:45 PM on tomorrow.
Is the metro from Times Square to Manhattan running this weekend?,status_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'metro'}","Yes, the metro service from Times Square to Manhattan is operating normally this weekend."
What time is the next train from Times Square to Downtown this weekend morning?,schedule_query,"{'source': 'Times Square', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}",The next train from Times Square to Downtown departs at 1:30 AM on this weekend.
How do I get from San Francisco to LA using metro?,route_query,"{'source': 'San Francisco', 'destination': 'LA', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from San Francisco to LA. It usually takes about 72 minutes.
How do I get from Central Park to San Francisco using train?,route_query,"{'source': 'Central Park', 'destination': 'San Francisco', 'date': 'today', 'time': 'evening', 'transport_mode': 'train'}",You can take the train from Central Park to San Francisco. It usually takes about 20 minutes.
What time is the next metro from LA to Brooklyn today late night?,schedule_query,"{'source': 'LA', 'destination': 'Brooklyn', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}",The next metro from LA to Brooklyn departs at 1:15 PM on today.
How do I get from Times Square to San Diego using train?,route_query,"{'source': 'Times Square', 'destination': 'San Diego', 'date': 'today', 'time': 'morning', 'transport_mode': 'train'}",You can take the train from Times Square to San Diego. It usually takes about 28 minutes.
What time is the next train from Central Park to LA this weekend evening?,schedule_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",The next train from Central Park to LA departs at 5:00 AM on this weekend.
How do I get from JFK Airport to Brooklyn using bus?,route_query,"{'source': 'JFK Airport', 'destination': 'Brooklyn', 'date': 'today', 'time': 'evening', 'transport_mode': 'bus'}",You can take the bus from JFK Airport to Brooklyn. It usually takes about 62 minutes.
Is the bus from San Francisco to Central Park running next Monday?,status_query,"{'source': 'San Francisco', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'bus'}","Yes, the bus service from San Francisco to Central Park is operating normally next Monday."
What time is the next metro from JFK Airport to Union Station tomorrow night?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'metro'}",The next metro from JFK Airport to Union Station departs at 9:45 AM on tomorrow.
Is the bus from Central Park to City Center running this weekend?,status_query,"{'source': 'Central Park', 'destination': 'City Center', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Central Park to City Center is operating normally this weekend."
What time is the next train from Manhattan to JFK Airport this weekend morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}",The next train from Manhattan to JFK Airport departs at 4:30 PM on this weekend.
Is the metro from Downtown to Central Park running next Monday?,status_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from Downtown to Central Park is operating normally next Monday."
Is the train from Times Square to Manhattan running tomorrow?,status_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'train'}","Yes, the train service from Times Square to Manhattan is operating normally tomorrow."
What time is the next train from LA to Union Station tomorrow afternoon?,schedule_query,"{'source': 'LA', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'train'}",The next train from LA to Union Station departs at 1:15 AM on tomorrow.
Is the bus from Manhattan to Brooklyn running tomorrow?,status_query,"{'source': 'Manhattan', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Manhattan to Brooklyn is operating normally tomorrow."
What time is the next metro from LA to Union Station today afternoon?,schedule_query,"{'source': 'LA', 'destination': 'Union Station', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from LA to Union Station departs at 8:00 AM on today.
How do I get from Times Square to LA using train?,route_query,"{'source': 'Times Square', 'destination': 'LA', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}",You can take the train from Times Square to LA. It usually takes about 68 minutes.
How do I get from Times Square to Downtown using metro?,route_query,"{'source': 'Times Square', 'destination': 'Downtown', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'metro'}",You can take the metro from Times Square to Downtown. It usually takes about 37 minutes.
How do I get from Brooklyn to Union Station using metro?,route_query,"{'source': 'Brooklyn', 'destination': 'Union Station', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from Brooklyn to Union Station. It usually takes about 71 minutes.
What time is the next bus from Brooklyn to San Francisco tomorrow late night?,schedule_query,"{'source': 'Brooklyn', 'destination': 'San Francisco', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'bus'}",The next bus from Brooklyn to San Francisco departs at 9:15 AM on tomorrow.
How do I get from Central Park to LA using bus?,route_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'bus'}",You can take the bus from Central Park to LA. It usually takes about 89 minutes.
What time is the next train from San Diego to Central Park this weekend evening?,schedule_query,"{'source': 'San Diego', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",The next train from San Diego to Central Park departs at 6:45 PM on this weekend.
Is the bus from Manhattan to LA running this weekend?,status_query,"{'source': 'Manhattan', 'destination': 'LA', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Manhattan to LA is operating normally this weekend."
What time is the next train from Downtown to Union Station today evening?,schedule_query,"{'source': 'Downtown', 'destination': 'Union Station', 'date': 'today', 'time': 'evening', 'transport_mode': 'train'}",The next train from Downtown to Union Station departs at 8:30 AM on today.
What time is the next metro from Manhattan to Central Park this weekend early morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from Manhattan to Central Park departs at 9:30 AM on this weekend.
What time is the next train from Manhattan to Times Square next Monday morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'train'}",The next train from Manhattan to Times Square departs at 9:45 AM on next Monday.
What time is the next metro from JFK Airport to Brooklyn tomorrow early morning?,schedule_query,"{'source': 'JFK Airport', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from JFK Airport to Brooklyn departs at 7:00 PM on tomorrow.
What time is the next train from Brooklyn to City Center next Monday morning?,schedule_query,"{'source': 'Brooklyn', 'destination': 'City Center', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'train'}",The next train from Brooklyn to City Center departs at 5:45 AM on next Monday.
Is the train from Union Station to Brooklyn running next Monday?,status_query,"{'source': 'Union Station', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from Union Station to Brooklyn is operating normally next Monday."
How do I get from Downtown to LA using bus?,route_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'bus'}",You can take the bus from Downtown to LA. It usually takes about 45 minutes.
How do I get from Central Park to Union Station using train?,route_query,"{'source': 'Central Park', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from Central Park to Union Station. It usually takes about 86 minutes.
What time is the next bus from Times Square to Downtown this weekend early morning?,schedule_query,"{'source': 'Times Square', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'bus'}",The next bus from Times Square to Downtown departs at 7:30 AM on this weekend.
Is the metro from Brooklyn to San Francisco running next Monday?,status_query,"{'source': 'Brooklyn', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from Brooklyn to San Francisco is operating normally next Monday."
Is the bus from Downtown to Central Park running next Monday?,status_query,"{'source': 'Downtown', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'bus'}","Yes, the bus service from Downtown to Central Park is operating normally next Monday."
Is the bus from Times Square to Union Station running next Monday?,status_query,"{'source': 'Times Square', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'bus'}","Yes, the bus service from Times Square to Union Station is operating normally next Monday."
Is the metro from Central Park to San Diego running today?,status_query,"{'source': 'Central Park', 'destination': 'San Diego', 'date': 'today', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from Central Park to San Diego is operating normally today."
Is the train from San Diego to LA running this weekend?,status_query,"{'source': 'San Diego', 'destination': 'LA', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'train'}","Yes, the train service from San Diego to LA is operating normally this weekend."
Is the metro from Downtown to LA running tomorrow?,status_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from Downtown to LA is operating normally tomorrow."
How do I get from Downtown to LA using bus?,route_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}",You can take the bus from Downtown to LA. It usually takes about 37 minutes.
Is the metro from Union Station to Brooklyn running tomorrow?,status_query,"{'source': 'Union Station', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from Union Station to Brooklyn is operating normally tomorrow."
Is the bus from San Francisco to Times Square running this weekend?,status_query,"{'source': 'San Francisco', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'bus'}","Yes, the bus service from San Francisco to Times Square is operating normally this weekend."
Is the train from Brooklyn to Central Park running next Monday?,status_query,"{'source': 'Brooklyn', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'train'}","Yes, the train service from Brooklyn to Central Park is operating normally next Monday."
Is the metro from City Center to Manhattan running today?,status_query,"{'source': 'City Center', 'destination': 'Manhattan', 'date': 'today', 'time': 'morning', 'transport_mode': 'metro'}","Yes, the metro service from City Center to Manhattan is operating normally today."
How do I get from Central Park to LA using bus?,route_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from Central Park to LA. It usually takes about 22 minutes.
What time is the next bus from Manhattan to San Diego tomorrow morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'San Diego', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from Manhattan to San Diego departs at 7:30 PM on tomorrow.
How do I get from Union Station to City Center using bus?,route_query,"{'source': 'Union Station', 'destination': 'City Center', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'bus'}",You can take the bus from Union Station to City Center. It usually takes about 69 minutes.
Is the train from Union Station to LA running today?,status_query,"{'source': 'Union Station', 'destination': 'LA', 'date': 'today', 'time': 'night', 'transport_mode': 'train'}","Yes, the train service from Union Station to LA is operating normally today."
What time is the next metro from Brooklyn to San Francisco next Monday early morning?,schedule_query,"{'source': 'Brooklyn', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from Brooklyn to San Francisco departs at 11:00 PM on next Monday.
How do I get from Downtown to JFK Airport using bus?,route_query,"{'source': 'Downtown', 'destination': 'JFK Airport', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'bus'}",You can take the bus from Downtown to JFK Airport. It usually takes about 49 minutes.
How do I get from Manhattan to JFK Airport using bus?,route_query,"{'source': 'Manhattan', 'destination': 'JFK Airport', 'date': 'today', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from Manhattan to JFK Airport. It usually takes about 45 minutes.
How do I get from Central Park to Brooklyn using train?,route_query,"{'source': 'Central Park', 'destination': 'Brooklyn', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'train'}",You can take the train from Central Park to Brooklyn. It usually takes about 73 minutes.
How do I get from City Center to Central Park using train?,route_query,"{'source': 'City Center', 'destination': 'Central Park', 'date': 'today', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from City Center to Central Park. It usually takes about 76 minutes.
How do I get from Central Park to San Diego using bus?,route_query,"{'source': 'Central Park', 'destination': 'San Diego', 'date': 'today', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from Central Park to San Diego. It usually takes about 28 minutes.
How do I get from City Center to San Francisco using train?,route_query,"{'source': 'City Center', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'train'}",You can take the train from City Center to San Francisco. It usually takes about 46 minutes.
What time is the next bus from Brooklyn to Union Station next Monday morning?,schedule_query,"{'source': 'Brooklyn', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from Brooklyn to Union Station departs at 11:30 PM on next Monday.
Is the bus from LA to Union Station running next Monday?,status_query,"{'source': 'LA', 'destination': 'Union Station', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'bus'}","Yes, the bus service from LA to Union Station is operating normally next Monday."
What time is the next bus from San Francisco to Manhattan this weekend evening?,schedule_query,"{'source': 'San Francisco', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'bus'}",The next bus from San Francisco to Manhattan departs at 5:15 AM on this weekend.
How do I get from San Francisco to Union Station using train?,route_query,"{'source': 'San Francisco', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from San Francisco to Union Station. It usually takes about 50 minutes.
How do I get from Downtown to Brooklyn using train?,route_query,"{'source': 'Downtown', 'destination': 'Brooklyn', 'date': 'tomorrow', 'time': 'afternoon', 'transport_mode': 'train'}",You can take the train from Downtown to Brooklyn. It usually takes about 42 minutes.
What time is the next bus from Central Park to JFK Airport this weekend late night?,schedule_query,"{'source': 'Central Park', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'bus'}",The next bus from Central Park to JFK Airport departs at 5:15 AM on this weekend.
How do I get from San Francisco to JFK Airport using train?,route_query,"{'source': 'San Francisco', 'destination': 'JFK Airport', 'date': 'today', 'time': 'morning', 'transport_mode': 'train'}",You can take the train from San Francisco to JFK Airport. It usually takes about 74 minutes.
What time is the next bus from Brooklyn to Manhattan this weekend late night?,schedule_query,"{'source': 'Brooklyn', 'destination': 'Manhattan', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'bus'}",The next bus from Brooklyn to Manhattan departs at 7:30 PM on this weekend.
How do I get from Manhattan to LA using bus?,route_query,"{'source': 'Manhattan', 'destination': 'LA', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from Manhattan to LA. It usually takes about 84 minutes.
What time is the next train from Manhattan to City Center next Monday night?,schedule_query,"{'source': 'Manhattan', 'destination': 'City Center', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}",The next train from Manhattan to City Center departs at 1:45 PM on next Monday.
Is the train from Union Station to JFK Airport running next Monday?,status_query,"{'source': 'Union Station', 'destination': 'JFK Airport', 'date': 'next Monday', 'time': 'night', 'transport_mode': 'train'}","Yes, the train service from Union Station to JFK Airport is operating normally next Monday."
How do I get from Times Square to Union Station using bus?,route_query,"{'source': 'Times Square', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'evening', 'transport_mode': 'bus'}",You can take the bus from Times Square to Union Station. It usually takes about 67 minutes.
How do I get from Union Station to San Francisco using train?,route_query,"{'source': 'Union Station', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'train'}",You can take the train from Union Station to San Francisco. It usually takes about 45 minutes.
What time is the next metro from Downtown to LA next Monday afternoon?,schedule_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from Downtown to LA departs at 9:15 PM on next Monday.
What time is the next bus from Central Park to LA today morning?,schedule_query,"{'source': 'Central Park', 'destination': 'LA', 'date': 'today', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from Central Park to LA departs at 8:00 AM on today.
Is the metro from Brooklyn to LA running this weekend?,status_query,"{'source': 'Brooklyn', 'destination': 'LA', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from Brooklyn to LA is operating normally this weekend."
How do I get from Central Park to City Center using train?,route_query,"{'source': 'Central Park', 'destination': 'City Center', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from Central Park to City Center. It usually takes about 78 minutes.
Is the bus from JFK Airport to City Center running tomorrow?,status_query,"{'source': 'JFK Airport', 'destination': 'City Center', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'bus'}","Yes, the bus service from JFK Airport to City Center is operating normally tomorrow."
What time is the next train from JFK Airport to San Francisco next Monday evening?,schedule_query,"{'source': 'JFK Airport', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'train'}",The next train from JFK Airport to San Francisco departs at 7:30 PM on next Monday.
Is the train from JFK Airport to Central Park running next Monday?,status_query,"{'source': 'JFK Airport', 'destination': 'Central Park', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from JFK Airport to Central Park is operating normally next Monday."
Is the train from City Center to Central Park running this weekend?,status_query,"{'source': 'City Center', 'destination': 'Central Park', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'train'}","Yes, the train service from City Center to Central Park is operating normally this weekend."
How do I get from San Francisco to Union Station using metro?,route_query,"{'source': 'San Francisco', 'destination': 'Union Station', 'date': 'today', 'time': 'late night', 'transport_mode': 'metro'}",You can take the metro from San Francisco to Union Station. It usually takes about 32 minutes.
How do I get from Union Station to San Diego using bus?,route_query,"{'source': 'Union Station', 'destination': 'San Diego', 'date': 'today', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from Union Station to San Diego. It usually takes about 77 minutes.
How do I get from Union Station to Times Square using bus?,route_query,"{'source': 'Union Station', 'destination': 'Times Square', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from Union Station to Times Square. It usually takes about 64 minutes.
What time is the next train from Central Park to Union Station tomorrow night?,schedule_query,"{'source': 'Central Park', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'night', 'transport_mode': 'train'}",The next train from Central Park to Union Station departs at 6:30 AM on tomorrow.
What time is the next bus from Times Square to Central Park today afternoon?,schedule_query,"{'source': 'Times Square', 'destination': 'Central Park', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'bus'}",The next bus from Times Square to Central Park departs at 2:15 PM on today.
How do I get from Times Square to Manhattan using bus?,route_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'bus'}",You can take the bus from Times Square to Manhattan. It usually takes about 89 minutes.
What time is the next metro from San Diego to Times Square next Monday early morning?,schedule_query,"{'source': 'San Diego', 'destination': 'Times Square', 'date': 'next Monday', 'time': 'early morning', 'transport_mode': 'metro'}",The next metro from San Diego to Times Square departs at 11:45 AM on next Monday.
What time is the next train from Downtown to Union Station tomorrow late night?,schedule_query,"{'source': 'Downtown', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",The next train from Downtown to Union Station departs at 4:30 AM on tomorrow.
How do I get from City Center to Times Square using bus?,route_query,"{'source': 'City Center', 'destination': 'Times Square', 'date': 'today', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from City Center to Times Square. It usually takes about 83 minutes.
What time is the next bus from San Diego to San Francisco this weekend afternoon?,schedule_query,"{'source': 'San Diego', 'destination': 'San Francisco', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'bus'}",The next bus from San Diego to San Francisco departs at 10:15 PM on this weekend.
Is the metro from LA to JFK Airport running today?,status_query,"{'source': 'LA', 'destination': 'JFK Airport', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}","Yes, the metro service from LA to JFK Airport is operating normally today."
What time is the next train from Manhattan to LA tomorrow morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'LA', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}",The next train from Manhattan to LA departs at 7:45 AM on tomorrow.
What time is the next metro from San Francisco to Downtown next Monday late night?,schedule_query,"{'source': 'San Francisco', 'destination': 'Downtown', 'date': 'next Monday', 'time': 'late night', 'transport_mode': 'metro'}",The next metro from San Francisco to Downtown departs at 1:15 PM on next Monday.
Is the bus from JFK Airport to Union Station running this weekend?,status_query,"{'source': 'JFK Airport', 'destination': 'Union Station', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'bus'}","Yes, the bus service from JFK Airport to Union Station is operating normally this weekend."
What time is the next bus from San Francisco to San Diego this weekend night?,schedule_query,"{'source': 'San Francisco', 'destination': 'San Diego', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'bus'}",The next bus from San Francisco to San Diego departs at 2:15 AM on this weekend.
What time is the next bus from Manhattan to Union Station tomorrow morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'bus'}",The next bus from Manhattan to Union Station departs at 10:00 PM on tomorrow.
How do I get from Downtown to Manhattan using metro?,route_query,"{'source': 'Downtown', 'destination': 'Manhattan', 'date': 'next Monday', 'time': 'morning', 'transport_mode': 'metro'}",You can take the metro from Downtown to Manhattan. It usually takes about 70 minutes.
Is the train from Central Park to JFK Airport running this weekend?,status_query,"{'source': 'Central Park', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'afternoon', 'transport_mode': 'train'}","Yes, the train service from Central Park to JFK Airport is operating normally this weekend."
How do I get from City Center to JFK Airport using train?,route_query,"{'source': 'City Center', 'destination': 'JFK Airport', 'date': 'this weekend', 'time': 'evening', 'transport_mode': 'train'}",You can take the train from City Center to JFK Airport. It usually takes about 29 minutes.
How do I get from Times Square to San Diego using bus?,route_query,"{'source': 'Times Square', 'destination': 'San Diego', 'date': 'today', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from Times Square to San Diego. It usually takes about 86 minutes.
What time is the next bus from Brooklyn to JFK Airport tomorrow late night?,schedule_query,"{'source': 'Brooklyn', 'destination': 'JFK Airport', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'bus'}",The next bus from Brooklyn to JFK Airport departs at 5:00 AM on tomorrow.
How do I get from JFK Airport to LA using bus?,route_query,"{'source': 'JFK Airport', 'destination': 'LA', 'date': 'this weekend', 'time': 'night', 'transport_mode': 'bus'}",You can take the bus from JFK Airport to LA. It usually takes about 82 minutes.
Is the metro from LA to Manhattan running today?,status_query,"{'source': 'LA', 'destination': 'Manhattan', 'date': 'today', 'time': 'early morning', 'transport_mode': 'metro'}","Yes, the metro service from LA to Manhattan is operating normally today."
What time is the next train from Manhattan to City Center this weekend morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'City Center', 'date': 'this weekend', 'time': 'morning', 'transport_mode': 'train'}",The next train from Manhattan to City Center departs at 2:15 PM on this weekend.
Is the train from Central Park to Union Station running today?,status_query,"{'source': 'Central Park', 'destination': 'Union Station', 'date': 'today', 'time': 'night', 'transport_mode': 'train'}","Yes, the train service from Central Park to Union Station is operating normally today."
What time is the next train from City Center to Downtown this weekend late night?,schedule_query,"{'source': 'City Center', 'destination': 'Downtown', 'date': 'this weekend', 'time': 'late night', 'transport_mode': 'train'}",The next train from City Center to Downtown departs at 1:15 PM on this weekend.
How do I get from Times Square to Manhattan using bus?,route_query,"{'source': 'Times Square', 'destination': 'Manhattan', 'date': 'today', 'time': 'early morning', 'transport_mode': 'bus'}",You can take the bus from Times Square to Manhattan. It usually takes about 57 minutes.
Is the bus from Union Station to City Center running next Monday?,status_query,"{'source': 'Union Station', 'destination': 'City Center', 'date': 'next Monday', 'time': 'evening', 'transport_mode': 'bus'}","Yes, the bus service from Union Station to City Center is operating normally next Monday."
What time is the next train from City Center to Union Station tomorrow late night?,schedule_query,"{'source': 'City Center', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",The next train from City Center to Union Station departs at 6:00 PM on tomorrow.
What time is the next bus from Downtown to LA today evening?,schedule_query,"{'source': 'Downtown', 'destination': 'LA', 'date': 'today', 'time': 'evening', 'transport_mode': 'bus'}",The next bus from Downtown to LA departs at 3:00 PM on today.
How do I get from San Diego to San Francisco using metro?,route_query,"{'source': 'San Diego', 'destination': 'San Francisco', 'date': 'next Monday', 'time': 'afternoon', 'transport_mode': 'metro'}",You can take the metro from San Diego to San Francisco. It usually takes about 58 minutes.
What time is the next metro from Times Square to Downtown today afternoon?,schedule_query,"{'source': 'Times Square', 'destination': 'Downtown', 'date': 'today', 'time': 'afternoon', 'transport_mode': 'metro'}",The next metro from Times Square to Downtown departs at 10:45 PM on today.
How do I get from Brooklyn to LA using train?,route_query,"{'source': 'Brooklyn', 'destination': 'LA', 'date': 'this weekend', 'time': 'early morning', 'transport_mode': 'train'}",You can take the train from Brooklyn to LA. It usually takes about 31 minutes.
What time is the next train from Brooklyn to JFK Airport today evening?,schedule_query,"{'source': 'Brooklyn', 'destination': 'JFK Airport', 'date': 'today', 'time': 'evening', 'transport_mode': 'train'}",The next train from Brooklyn to JFK Airport departs at 5:45 AM on today.
What time is the next train from Manhattan to Times Square tomorrow morning?,schedule_query,"{'source': 'Manhattan', 'destination': 'Times Square', 'date': 'tomorrow', 'time': 'morning', 'transport_mode': 'train'}",The next train from Manhattan to Times Square departs at 12:15 AM on tomorrow.
How do I get from Manhattan to Union Station using train?,route_query,"{'source': 'Manhattan', 'destination': 'Union Station', 'date': 'tomorrow', 'time': 'late night', 'transport_mode': 'train'}",You can take the train from Manhattan to Union Station. It usually takes about 88 minutes.
